STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530322,183, , ,0,9999,28, , ,0,9999,133, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530323,189, , ,0,9999,106, , ,0,9999,161, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530324,172, , ,0,9999,89, , ,0,9999,117, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530325,117, , ,0,9999,28, , ,0,9999,56, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530326,78, , ,0,9999,28, , ,0,9999,33, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530327,111, , ,0,9999,33, , ,0,9999,67, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530328,167, , ,0,9999,44, , ,0,9999,117, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530329,117, , ,0,9999,44, , ,0,9999,72, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530330,111, , ,0,9999,28, , ,0,9999,72, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530331,183, , ,0,9999,22, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530401,206, , ,0,9999,44, , ,0,9999,111, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530402,133, , ,0,9999,61, , ,0,9999,94, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530403,178, , ,0,9999,39, , ,0,9999,144, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530404,194, , ,0,9999,67, , ,0,9999,133, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530405,178, , ,0,9999,11, , ,0,9999,111, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530406,133, , ,0,9999,56, , ,0,9999,94, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530407,128, , ,0,9999,94, , ,0,9999,106, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530408,172, , ,0,9999,67, , ,0,9999,100, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530409,161, , ,0,9999,50, , ,0,9999,128, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530410,256, , ,0,9999,94, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530411,256, , ,0,9999,89, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530412,161, , ,0,9999,56, , ,0,9999,100, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530413,100, , ,0,9999,44, , ,0,9999,50, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530414,106, , ,0,9999,22, , ,0,9999,106, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530415,156, , ,0,9999,-22, , ,0,9999,122, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530416,144, , ,0,9999,72, , ,0,9999,83, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530417,194, , ,0,9999,11, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530418,178, , ,0,9999,78, , ,0,9999,128, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530419,128, , ,0,9999,39, , ,0,9999,56, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530420,78, , ,0,9999,-33, , ,0,9999,50, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530421,111, , ,0,9999,-6, , ,0,9999,89, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530422,211, , ,0,9999,-11, , ,0,9999,189, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530423,267, , ,0,9999,133, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530424,222, , ,0,9999,83, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530425,306, , ,0,9999,117, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530426,261, , ,0,9999,167, , ,0,9999,189, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530427,189, , ,0,9999,44, , ,0,9999,89, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530428,167, , ,0,9999,61, , ,0,9999,122, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530429,228, , ,0,9999,78, , ,0,9999,161, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530430,206, , ,0,9999,83, , ,0,9999,144, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530501,278, , ,0,9999,133, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530502,267, , ,0,9999,139, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530503,244, , ,0,9999,111, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530504,244, , ,0,9999,111, , ,0,9999,189, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530505,272, , ,0,9999,167, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530506,261, , ,0,9999,111, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530507,239, , ,0,9999,167, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530508,217, , ,0,9999,106, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530509,222, , ,0,9999,100, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530510,278, , ,0,9999,100, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530511,317, , ,0,9999,111, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530512,317, , ,0,9999,144, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530513,306, , ,0,9999,150, , ,0,9999,194, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530514,261, , ,0,9999,178, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530515,256, , ,0,9999,172, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530516,256, , ,0,9999,156, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530517,272, , ,0,9999,167, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530518,289, , ,0,9999,183, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530519,256, , ,0,9999,144, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530520,261, , ,0,9999,156, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530521,261, , ,0,9999,150, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530522,261, , ,0,9999,167, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530523,250, , ,0,9999,183, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530524,239, , ,0,9999,94, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530525,244, , ,0,9999,144, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530526,317, , ,0,9999,161, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530527,261, , ,0,9999,144, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530528,211, , ,0,9999,61, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530529,217, , ,0,9999,56, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530530,244, , ,0,9999,117, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530531,183, , ,0,9999,111, , ,0,9999,122, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530601,167, , ,0,9999,117, , ,0,9999,144, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530602,244, , ,0,9999,56, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530603,261, , ,0,9999,83, , ,0,9999,194, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530604,294, , ,0,9999,111, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530605,311, , ,0,9999,144, , ,0,9999,267, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530606,322, , ,0,9999,172, , ,0,9999,278, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530607,300, , ,0,9999,189, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530608,278, , ,0,9999,189, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530609,317, , ,0,9999,211, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530610,272, , ,0,9999,183, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530611,261, , ,0,9999,139, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530612,244, , ,0,9999,139, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530613,250, , ,0,9999,156, , ,0,9999,-9999, , , ,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530614,178, , ,0,9999,139, , ,0,9999,150, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530615,239, , ,0,9999,100, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530616,250, , ,0,9999,100, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530617,222, , ,0,9999,167, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530618,250, , ,0,9999,167, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530619,294, , ,0,9999,139, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530620,322, , ,0,9999,178, , ,0,9999,272, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530621,328, , ,0,9999,189, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530622,294, , ,0,9999,189, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530623,322, , ,0,9999,156, , ,0,9999,272, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530624,272, , ,0,9999,122, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530625,300, , ,0,9999,156, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530626,322, , ,0,9999,178, , ,0,9999,278, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530627,317, , ,0,9999,211, , ,0,9999,267, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530628,322, , ,0,9999,200, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530629,322, , ,0,9999,211, , ,0,9999,294, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530630,328, , ,0,9999,200, , ,0,9999,267, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530701,328, , ,0,9999,189, , ,0,9999,283, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530702,356, , ,0,9999,194, , ,0,9999,317, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530703,322, , ,0,9999,200, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530704,283, , ,0,9999,161, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530705,311, , ,0,9999,189, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530706,311, , ,0,9999,194, , ,0,9999,294, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530707,317, , ,0,9999,222, , ,0,9999,283, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530708,300, , ,0,9999,194, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530709,272, , ,0,9999,150, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530710,256, , ,0,9999,111, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530711,272, , ,0,9999,106, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530712,283, , ,0,9999,106, , ,0,9999,194, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530713,283, , ,0,9999,117, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530714,294, , ,0,9999,128, , ,0,9999,267, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530715,333, , ,0,9999,139, , ,0,9999,300, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530716,339, , ,0,9999,167, , ,0,9999,294, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530717,356, , ,0,9999,183, , ,0,9999,322, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530718,367, , ,0,9999,183, , ,0,9999,306, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530719,311, , ,0,9999,206, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530720,339, , ,0,9999,189, , ,0,9999,317, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530721,350, , ,0,9999,200, , ,0,9999,306, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530722,333, , ,0,9999,194, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530723,306, , ,0,9999,211, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530724,289, , ,0,9999,150, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530725,289, , ,0,9999,128, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530726,289, , ,0,9999,139, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530727,344, , ,0,9999,161, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530728,311, , ,0,9999,206, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530729,344, , ,0,9999,144, , ,0,9999,283, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530730,356, , ,0,9999,217, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530731,311, , ,0,9999,217, , ,0,9999,272, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530801,300, , ,0,9999,150, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530802,328, , ,0,9999,189, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530803,289, , ,0,9999,156, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530804,256, , ,0,9999,189, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530805,339, , ,0,9999,217, , ,0,9999,278, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530806,278, , ,0,9999,178, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530807,256, , ,0,9999,161, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530808,294, , ,0,9999,200, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530809,267, , ,0,9999,167, , ,0,9999,189, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530810,278, , ,0,9999,128, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530811,294, , ,0,9999,150, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530812,300, , ,0,9999,156, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530813,289, , ,0,9999,167, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530814,294, , ,0,9999,189, , ,0,9999,250, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530815,350, , ,0,9999,150, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530816,311, , ,0,9999,156, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530817,267, , ,0,9999,183, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530818,256, , ,0,9999,128, , ,0,9999,194, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530819,267, , ,0,9999,83, , ,0,9999,206, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530820,267, , ,0,9999,100, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530821,278, , ,0,9999,89, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530822,272, , ,0,9999,122, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530823,306, , ,0,9999,139, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530824,300, , ,0,9999,122, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530825,317, , ,0,9999,122, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530826,328, , ,0,9999,139, , ,0,9999,261, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530827,350, , ,0,9999,156, , ,0,9999,294, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530828,356, , ,0,9999,161, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530829,372, , ,0,9999,167, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530830,389, , ,0,9999,172, , ,0,9999,283, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530831,367, , ,0,9999,183, , ,0,9999,267, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530901,367, , ,0,9999,183, , ,0,9999,256, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530902,389, , ,0,9999,189, , ,0,9999,311, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530903,372, , ,0,9999,200, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530904,339, , ,0,9999,222, , ,0,9999,289, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530905,328, , ,0,9999,172, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530906,178, , ,0,9999,144, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530907,272, , ,0,9999,150, , ,0,9999,-9999, , , ,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530908,239, , ,0,9999,128, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530909,233, , ,0,9999,67, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530910,244, , ,0,9999,67, , ,0,9999,183, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530911,250, , ,0,9999,78, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530912,283, , ,0,9999,144, , ,0,9999,222, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530913,250, , ,0,9999,133, , ,0,9999,144, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530914,217, , ,0,9999,33, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530915,300, , ,0,9999,72, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530916,294, , ,0,9999,100, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530917,244, , ,0,9999,106, , ,0,9999,172, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530918,233, , ,0,9999,67, , ,0,9999,178, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530919,244, , ,0,9999,133, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530920,272, , ,0,9999,144, , ,0,9999,239, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530921,289, , ,0,9999,128, , ,0,9999,133, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530922,200, , ,0,9999,67, , ,0,9999,139, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530923,189, , ,0,9999,22, , ,0,9999,128, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530924,206, , ,0,9999,17, , ,0,9999,144, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530925,222, , ,0,9999,72, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530926,261, , ,0,9999,128, , ,0,9999,211, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530927,256, , ,0,9999,172, , ,0,9999,200, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530928,267, , ,0,9999,122, , ,0,9999,156, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530929,322, , ,0,9999,67, , ,0,9999,233, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19530930,328, , ,0,9999,133, , ,0,9999,244, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19531001,267, , ,0,9999,117, , ,0,9999,228, , ,0,9999
GHCND:USC00441570,CHANTILLY VA US,98.1,38.88333,-77.43333,19531002,250, , ,0,9999,44, , ,0,9999,144, , ,0,9999
